;Unnamed: 0;Idenx original;tipo_de_accidente;responsabilidad;descripcion_del_hecho - Final;Spacy Lemma-Pos
192;192;273;auto - moto;comprometida;vehiculo asegurado circulaba esmeralda girando izquierda embiste moto izquierdacon guardabarro delantero izquierdolos ocupantes motocicleta caen luego levantan medios llevaban ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('esmeralda', 'PROPN'), ('girar', 'PROPN'), ('izquierdo', 'NOUN'), ('embestir', 'PROPN'), ('moto', 'NOUN'), ('izquierdacon', 'PROPN'), ('guardabarro', 'PROPN'), ('delantero', 'NOUN'), ('izquierdolos', 'NOUN'), ('ocupante', 'ADJ'), ('motocicleta', 'PROPN'), ('caer', 'AUX'), ('luego', 'ADV'), ('levantar', 'AUX'), ('medio', 'NOUN'), ('llevar', 'AUX')]
193;193;274;auto - moto;comprometida;maniobraba marcha atras salir vereda hacia balbin vena moto circulabdo misma detengo impacta parte trasera izquierda moto iba solo ocupante tena mismo cae pavimento ;[('maniobrar', 'AUX'), ('marchar', 'INTJ'), ('atras', 'NOUN'), ('salir', 'VERB'), ('vereda', 'NOUN'), ('hacia', 'ADP'), ('balbin', 'NOUN'), ('vena', 'ADJ'), ('moto', 'NOUN'), ('circulabdo', 'PROPN'), ('mismo', 'DET'), ('detener', 'NOUN'), ('impactar', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('izquierdo', 'NOUN'), ('moto', 'PROPN'), ('ir', 'VERB'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('tena', 'NOUN'), ('mismo', 'ADV'), ('caer', 'VERB'), ('pavimentar', 'NOUN')]
194;194;276;auto - moto;comprometida;circulaba pampa delante mo circulaba moto llegar otamendi frena bruscamente intento frenar vehculo patina producto choco rueda trasera callendo ocupantes piso presentar leciones simple vistacontactamos v asegurado amplio informacion siniestro datos terceros manifesto llama juan ramon diaz dni acompanante jose mariano mas datos accidente dia horas aprox pampa valentin alsina lanus moto honda xr patente hxu moto circulaba delante mio freno bruscamente freno auto patina debido fuerte q habia monento golpeo rueda atras celular moto participo intercambios datos lugar hecho;[('circular', 'AUX'), ('pampa', 'ADV'), ('delante', 'ADV'), ('mo', 'ADV'), ('circular', 'AUX'), ('moto', 'NOUN'), ('llegar', 'VERB'), ('otamendi', 'AUX'), ('frenar', 'NOUN'), ('bruscamente', 'ADV'), ('intentar', 'NOUN'), ('frenar', 'VERB'), ('vehculo', 'PROPN'), ('patinar', 'PROPN'), ('producto', 'NOUN'), ('chocar', 'PROPN'), ('rodar', 'NOUN'), ('trasero', 'ADJ'), ('callendo', 'VERB'), ('ocupante', 'ADJ'), ('pisar', 'NOUN'), ('presentar', 'VERB'), ('leciones', 'NOUN'), ('simple', 'ADJ'), ('vistacontactamos', 'NOUN'), ('v', 'CCONJ'), ('asegurar', 'ADJ'), ('amplio', 'PROPN'), ('informacion', 'PROPN'), ('siniestro', 'ADJ'), ('dato', 'NOUN'), ('tercero', 'ADJ'), ('manifesto', 'ADJ'), ('llamar', 'PROPN'), ('juan', 'PROPN'), ('ramon', 'PROPN'), ('diaz', 'PROPN'), ('dni', 'ADP'), ('acompanante', 'PROPN'), ('jose', 'PROPN'), ('mariano', 'PROPN'), ('mas', 'CCONJ'), ('dato', 'NOUN'), ('accidentar', 'NOUN'), ('dia', 'PROPN'), ('hora', 'NOUN'), ('aprox', 'PROPN'), ('pampa', 'ADV'), ('valentin', 'PROPN'), ('alsina', 'PROPN'), ('lanus', 'PROPN'), ('moto', 'PROPN'), ('hondo', 'PROPN'), ('xr', 'PROPN'), ('patentar', 'ADJ'), ('hxu', 'PROPN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('delante', 'ADV'), ('mio', 'NOUN'), ('frenar', 'ADJ'), ('bruscamente', 'ADV'), ('frenar', 'ADJ'), ('auto', 'ADJ'), ('patinar', 'PROPN'), ('deber', 'ADP'), ('fuerte', 'ADJ'), ('q', 'CCONJ'), ('habia', 'PROPN'), ('monento', 'PROPN'), ('golpear', 'PROPN'), ('rodar', 'VERB'), ('atras', 'NOUN'), ('celular', 'VERB'), ('moto', 'PROPN'), ('participar', 'ADJ'), ('intercambio', 'NOUN'), ('dato', 'NOUN'), ('lugar', 'NOUN'), ('hacer', 'ADJ')]
195;195;277;auto - moto;comprometida;redgreenlue asegurado circulando derecha alvarado empieza doblar derecha hacia goncalvez embestido parte derecha delantera parte delantera moto circulaba detras alvarado motociclista tenia unico tripulante cayo piso heridas visibles intervencion retiraron ambos propios medios desplazamientos ;[('redgreenlue', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('derecho', 'ADJ'), ('alvarado', 'ADJ'), ('empezar', 'VERB'), ('doblar', 'VERB'), ('derecho', 'ADJ'), ('hacia', 'ADP'), ('goncalvez', 'PROPN'), ('embestir', 'ADJ'), ('partir', 'NOUN'), ('derecho', 'ADJ'), ('delantero', 'NOUN'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('detras', 'NOUN'), ('alvarado', 'ADJ'), ('motociclista', 'PROPN'), ('tenia', 'PROPN'), ('unico', 'PROPN'), ('tripulante', 'ADV'), ('cayo', 'ADJ'), ('pisar', 'NOUN'), ('herir', 'NOUN'), ('visible', 'ADJ'), ('intervencion', 'PROPN'), ('retirar', 'VERB'), ('ambos', 'NUM'), ('propio', 'DET'), ('medio', 'NOUN'), ('desplazamiento', 'ADJ')]
196;196;278;auto - moto;comprometida;circulaba solis llegar interseccin intento doblar agarrar morenopor transito pude hacerlo detengoy apenas comenzando circular poder continuar solisaparece moto detras taxi embiste parte delantera derecha parte delantera ocupantes ;[('circular', 'AUX'), ('solis', 'NOUN'), ('llegar', 'VERB'), ('interseccin', 'NOUN'), ('intentar', 'NOUN'), ('doblar', 'VERB'), ('agarrar', 'VERB'), ('morenopor', 'NOUN'), ('transitar', 'ADJ'), ('poder', 'VERB'), ('hacerlo', 'VERB'), ('detengoy', 'NOUN'), ('apenar', 'ADV'), ('comenzar', 'AUX'), ('circular', 'VERB'), ('poder', 'VERB'), ('continuar', 'VERB'), ('solisaparece', 'VERB'), ('moto', 'NOUN'), ('detras', 'NOUN'), ('taxi', 'NOUN'), ('embestir', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('ocupante', 'ADJ')]
197;197;281;auto - moto;comprometida;venia circulando ciudad paz cruzar garcia rio aparece moto daltima colisiona parte delantera izquierda autoacto seguido motociclista cae auto luego pisome detengo bajo auto preguntarle dice bien va andando moto rapido intervencion policial medica motociclista sexo masculino;[('venia', 'PROPN'), ('circular', 'VERB'), ('ciudad', 'NOUN'), ('paz', 'PROPN'), ('cruzar', 'VERB'), ('garcia', 'NOUN'), ('rio', 'PROPN'), ('aparecer', 'VERB'), ('moto', 'NOUN'), ('daltima', 'VERB'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('autoacto', 'ADJ'), ('seguir', 'ADJ'), ('motociclista', 'PROPN'), ('caer', 'VERB'), ('auto', 'NOUN'), ('luego', 'ADV'), ('pisome', 'PROPN'), ('detener', 'PROPN'), ('bajar', 'ADP'), ('auto', 'NOUN'), ('preguntarle', 'VERB'), ('decir', 'VERB'), ('bien', 'ADV'), ('ir', 'AUX'), ('andar', 'VERB'), ('moto', 'NOUN'), ('rapido', 'PROPN'), ('intervencion', 'PROPN'), ('policial', 'PROPN'), ('medicar', 'ADJ'), ('motociclista', 'ADJ'), ('sexo', 'NOUN'), ('masculino', 'ADJ')]
198;198;282;auto - moto;comprometida;aseg circulando detras moto frena aseg coliciono atras personas caen moto lesiones visibles mas vhsnos contactamos v asegurado efectos obtener mayores datos terceros mismo ratific meccnica hecho colisiono levemente moto preceda lleg frenar intercambiaron datos retiraron lugar propios medios ;[('aseg', 'PROPN'), ('circular', 'VERB'), ('detras', 'NOUN'), ('moto', 'NOUN'), ('frenar', 'PROPN'), ('aseg', 'PROPN'), ('coliciono', 'PROPN'), ('atras', 'ADJ'), ('personar', 'NOUN'), ('caer', 'AUX'), ('moto', 'PROPN'), ('lesionar', 'NOUN'), ('visible', 'ADJ'), ('mas', 'CCONJ'), ('vhsnos', 'NOUN'), ('contactar', 'VERB'), ('v', 'CCONJ'), ('asegurar', 'ADJ'), ('efecto', 'NOUN'), ('obtener', 'VERB'), ('mayor', 'ADJ'), ('dato', 'NOUN'), ('tercero', 'ADJ'), ('mismo', 'DET'), ('ratific', 'PROPN'), ('meccnica', 'PROPN'), ('hacer', 'ADJ'), ('colisionar', 'NOUN'), ('levemente', 'ADV'), ('moto', 'PROPN'), ('preceder', 'VERB'), ('lleg', 'NOUN'), ('frenar', 'VERB'), ('intercambiar', 'VERB'), ('dato', 'NOUN'), ('retirar', 'VERB'), ('lugar', 'NOUN'), ('propio', 'DET'), ('medio', 'NOUN')]
199;199;283;auto - moto;comprometida;vehiculo asegurado detenido semaforo comenzar marcha colisiona parte delantera parte trasera moto raiz golpe moto golpea vehiculo adelante moto cae piso ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('detener', 'ADJ'), ('semaforo', 'ADJ'), ('comenzar', 'VERB'), ('marchar', 'NOUN'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('partir', 'NOUN'), ('trasero', 'ADJ'), ('moto', 'PROPN'), ('raiz', 'PROPN'), ('golpe', 'PROPN'), ('moto', 'PROPN'), ('golpear', 'VERB'), ('vehicular', 'PROPN'), ('adelantar', 'ADV'), ('moto', 'PROPN'), ('caer', 'VERB'), ('pisar', 'NOUN')]
200;200;284;auto - moto;concurrente;vehiculo asegurado circulaba brandsen cruzar pergamino moto cirdulaba ultima colisiona lateral derecho motociclista cae piso llevaba ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('brandsen', 'VERB'), ('cruzar', 'VERB'), ('pergamino', 'PROPN'), ('moto', 'PROPN'), ('cirdulaba', 'AUX'), ('ultimar', 'ADJ'), ('colisionar', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'PROPN'), ('motociclista', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('llevar', 'AUX')]
201;201;285;auto - moto;comprometida;circulaba roca auto viene encima volanteo hacia izquierda toque moto moto iban personas caen suelo levantan ;[('circular', 'AUX'), ('roca', 'PROPN'), ('auto', 'ADJ'), ('venir', 'VERB'), ('encimar', 'ADV'), ('volanteo', 'ADJ'), ('hacia', 'ADP'), ('izquierdo', 'NOUN'), ('tocar', 'PROPN'), ('moto', 'PROPN'), ('moto', 'PROPN'), ('ir', 'AUX'), ('personar', 'NOUN'), ('caer', 'AUX'), ('soler', 'NOUN'), ('levantar', 'AUX')]
202;202;286;auto - moto;concurrente;redgreenlue asegurado circulando martin rodriguez colisionado frente izquierdo moto circulaba encalada desplazamientos personas circulaban moto cascos cayeron piso ;[('redgreenlue', 'PROPN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('martin', 'PROPN'), ('rodriguez', 'PROPN'), ('colisionar', 'ADJ'), ('frente', 'ADV'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('circular', 'AUX'), ('encalar', 'ADJ'), ('desplazamiento', 'NOUN'), ('personar', 'NOUN'), ('circular', 'AUX'), ('moto', 'NOUN'), ('casco', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN')]
203;203;287;auto - moto;comprometida;encontraba detenido carril derecho bicentenario semaforo habilita comienzo girar derecha ingresar peru moto pasar derecha colisiona lateral derecho desplazamientos ocupantes caen piso ;[('encontrar', 'AUX'), ('detener', 'ADJ'), ('carril', 'NOUN'), ('derecho', 'ADJ'), ('bicentenario', 'ADJ'), ('semaforo', 'PROPN'), ('habilitar', 'PROPN'), ('comenzar', 'NOUN'), ('girar', 'VERB'), ('derecho', 'NOUN'), ('ingresar', 'VERB'), ('peru', 'ADJ'), ('moto', 'NOUN'), ('pasar', 'VERB'), ('derecho', 'ADJ'), ('colisionar', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('desplazamiento', 'NOUN'), ('ocupante', 'ADJ'), ('caer', 'AUX'), ('pisar', 'NOUN')]
204;204;290;auto - moto;concurrente;encontraba arrancando san martn interseccin avda huergo semaforo haba cambiado cruzando daltima doble manera imprevista moto vena daltima choca parte delantera izquierda vuela cae suelo ;[('encontrar', 'AUX'), ('arrancar', 'VERB'), ('santo', 'PROPN'), ('martn', 'PROPN'), ('interseccin', 'PROPN'), ('avda', 'ADJ'), ('huergo', 'PROPN'), ('semaforo', 'PROPN'), ('haba', 'AUX'), ('cambiar', 'ADJ'), ('cruzar', 'VERB'), ('daltima', 'NOUN'), ('doblar', 'ADJ'), ('manera', 'NOUN'), ('imprevisto', 'ADJ'), ('moto', 'PROPN'), ('vena', 'PROPN'), ('daltima', 'NOUN'), ('chocar', 'NOUN'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('volar', 'PROPN'), ('caer', 'VERB'), ('soler', 'NOUN')]
205;205;291;auto - moto;comprometida;circulaba monteverde unica abrirme sobrepasar circulaba delante mio sale lateral moto embiste lateral izquierdo moto cae piso llevaba casaco quiso ser asistido retir circulando moto;[('circular', 'AUX'), ('monteverde', 'PROPN'), ('unica', 'ADJ'), ('abrirme', 'PROPN'), ('sobrepasar', 'PROPN'), ('circular', 'AUX'), ('delante', 'ADV'), ('mio', 'PROPN'), ('salir', 'VERB'), ('lateral', 'ADJ'), ('moto', 'PROPN'), ('embestir', 'VERB'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('llevar', 'AUX'), ('casaco', 'PROPN'), ('querer', 'VERB'), ('ser', 'VERB'), ('asistir', 'VERB'), ('retir', 'VERB'), ('circular', 'VERB'), ('moto', 'NOUN')]
206;206;292;auto - moto;comprometida;estacionado segui abro puerta delantera izquierda descender unidad embestido frente bicileta dicha puerta ocupante recuerdo tenia cae pavimento levanta propios medios manifestaba lesiones visibles retira circulando bicicleta dejar dato alguno desplazamientos ;[('estacionar', 'ADJ'), ('segui', 'PROPN'), ('abrir', 'VERB'), ('puerta', 'PROPN'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('descender', 'VERB'), ('unidad', 'NOUN'), ('embestir', 'ADJ'), ('frente', 'ADV'), ('bicileta', 'ADJ'), ('decir', 'ADJ'), ('puerta', 'NOUN'), ('ocupante', 'ADJ'), ('recordar', 'NOUN'), ('tenia', 'PROPN'), ('caer', 'VERB'), ('pavimentar', 'PROPN'), ('levantar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('manifestar', 'AUX'), ('lesionar', 'NOUN'), ('visible', 'ADJ'), ('retirar', 'PROPN'), ('circular', 'VERB'), ('bicicleta', 'PROPN'), ('dejar', 'VERB'), ('datar', 'NOUN'), ('alguno', 'DET'), ('desplazamiento', 'NOUN')]
207;207;293;auto - moto;comprometida;circulabamos cariboni pongo luz giro doblara izquierda triunvirato doblo tercero moto venia izquierda moto ambos caen piso levanta levanta llego intervencion policial;[('circulabamos', 'PROPN'), ('cariboni', 'PROPN'), ('poner', 'PROPN'), ('luz', 'PROPN'), ('girar', 'PROPN'), ('doblar', 'AUX'), ('izquierdo', 'ADJ'), ('triunvirato', 'ADJ'), ('doblar', 'VERB'), ('3', 'ADJ'), ('moto', 'NOUN'), ('venia', 'PROPN'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('ambos', 'NUM'), ('caer', 'AUX'), ('pisar', 'NOUN'), ('levantar', 'VERB'), ('levantar', 'PROPN'), ('llegar', 'PROPN'), ('intervencion', 'PROPN'), ('policial', 'ADJ')]
208;208;296;auto - moto;comprometida;circulando gurruchaga freno interseccion mustoni venia nadie ultima cruzo venia moto alta velocidad vulvo frenar moto colisiona parte delantera lateral delantero izquierdo moto cae intervencion policial same momento tenia datos seguro poseia licencia conducir tercero derivado hospital haedo datos tercero vega gonzalo alejandro motomel s kku;[('circular', 'PROPN'), ('gurruchaga', 'PROPN'), ('frenar', 'ADJ'), ('interseccion', 'PROPN'), ('mustoni', 'PROPN'), ('venia', 'PROPN'), ('nadie', 'PROPN'), ('ultimar', 'ADJ'), ('cruzar', 'NOUN'), ('venia', 'PROPN'), ('moto', 'PROPN'), ('alto', 'ADJ'), ('velocidad', 'NOUN'), ('vulvo', 'PROPN'), ('frenar', 'VERB'), ('moto', 'NOUN'), ('colisionar', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('caer', 'VERB'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('same', 'ADV'), ('momento', 'NOUN'), ('tenia', 'PROPN'), ('dato', 'NOUN'), ('seguro', 'ADJ'), ('poseia', 'PROPN'), ('licenciar', 'NOUN'), ('conducir', 'VERB'), ('3', 'ADJ'), ('derivar', 'ADJ'), ('hospital', 'PROPN'), ('haedo', 'PROPN'), ('dato', 'NOUN'), ('3', 'ADJ'), ('vega', 'VERB'), ('gonzalo', 'PROPN'), ('alejandro', 'PROPN'), ('motomel', 'PROPN'), ('segundo', 'PROPN'), ('kku', 'PROPN')]
209;209;297;auto - moto;comprometida;asegurado estacionado cordon derecho paris puerta delantera izquierda abierta buscando papeles sentado dentro unidad moto venia circulando misma embisti frente puerta abierta ocupante moto recuerda llevaba cay asfalto desplazamientos intervencion policial;[('asegurar', 'ADJ'), ('estacionar', 'ADJ'), ('cordon', 'NOUN'), ('derecho', 'PROPN'), ('paris', 'PROPN'), ('puerta', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('abrir', 'ADJ'), ('buscar', 'VERB'), ('papel', 'NOUN'), ('sentar', 'ADJ'), ('dentro', 'ADV'), ('unidad', 'NOUN'), ('moto', 'PROPN'), ('venia', 'PROPN'), ('circular', 'VERB'), ('mismo', 'DET'), ('embisti', 'NOUN'), ('frente', 'ADV'), ('puerta', 'NOUN'), ('abrir', 'ADJ'), ('ocupante', 'ADJ'), ('moto', 'PROPN'), ('recordar', 'VERB'), ('llevar', 'AUX'), ('cay', 'NOUN'), ('asfaltar', 'PROPN'), ('desplazamiento', 'PROPN'), ('intervencion', 'PROPN'), ('policial', 'ADJ')]
210;210;298;auto - moto;comprometida;circulando ntra sra rosario llegar esquina carranza choco moto parte delan tera lateral izq moto sola persona cae piso presento sem b san martin motociclista trasladado atendido lugar lesiones aparente reirandonos lugar ser derivados comisaria hospital;[('circular', 'VERB'), ('ntra', 'PROPN'), ('sra', 'PROPN'), ('rosario', 'ADJ'), ('llegar', 'VERB'), ('esquinar', 'NOUN'), ('carranza', 'VERB'), ('chocar', 'PROPN'), ('moto', 'NOUN'), ('partir', 'VERB'), ('delan', 'AUX'), ('tera', 'NOUN'), ('lateral', 'ADJ'), ('izq', 'PROPN'), ('moto', 'PROPN'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('presentar', 'ADJ'), ('sem', 'PROPN'), ('b', 'PROPN'), ('santo', 'PROPN'), ('martin', 'PROPN'), ('motociclista', 'ADJ'), ('trasladar', 'ADJ'), ('atender', 'ADJ'), ('lugar', 'NOUN'), ('lesionar', 'NOUN'), ('aparentar', 'ADV'), ('reirandonos', 'ADJ'), ('lugar', 'NOUN'), ('ser', 'VERB'), ('derivar', 'VERB'), ('comisaria', 'NOUN'), ('hospital', 'ADJ')]
211;211;299;auto - moto;concurrente;asegurado circulaba fray justo santa maria oro pasando bocacalle curapaligue moto venia luces edta ultima izquierda asegurado puede evitar chocarla frente motociclista llevaba cae capot luego piso levanto propios medios presentaba lesiones visibles ofrecimiento asegurado nego ir hospital llamar retiro andando moto;[('asegurar', 'PROPN'), ('circular', 'AUX'), ('fray', 'PROPN'), ('justar', 'ADV'), ('santo', 'PROPN'), ('maria', 'PROPN'), ('orar', 'NOUN'), ('pasar', 'VERB'), ('bocacalle', 'PROPN'), ('curapaligue', 'PROPN'), ('moto', 'PROPN'), ('venia', 'PROPN'), ('luz', 'NOUN'), ('edta', 'ADJ'), ('ultimar', 'PROPN'), ('izquierdo', 'NOUN'), ('asegurar', 'ADJ'), ('poder', 'AUX'), ('evitar', 'VERB'), ('chocarla', 'VERB'), ('frente', 'ADV'), ('motociclista', 'ADJ'), ('llevar', 'AUX'), ('caer', 'VERB'), ('capot', 'PROPN'), ('luego', 'ADV'), ('pisar', 'NOUN'), ('levantar', 'ADJ'), ('propio', 'DET'), ('medio', 'NOUN'), ('presentar', 'AUX'), ('lesionar', 'NOUN'), ('visible', 'ADJ'), ('ofrecimiento', 'NOUN'), ('asegurar', 'ADJ'), ('nego', 'PROPN'), ('ir', 'PROPN'), ('hospital', 'PROPN'), ('llamar', 'VERB'), ('retirar', 'PROPN'), ('andar', 'VERB'), ('moto', 'NOUN')]
212;212;301;auto - moto;comprometida;asegurado circculando baja velocidad lemos embestido moto sobrepasa derecha ocup cae pavimento interv trasladado hosp malvinas dolor piernas;[('asegurar', 'ADJ'), ('circculando', 'VERB'), ('bajo', 'ADJ'), ('velocidad', 'NOUN'), ('lemos', 'VERB'), ('embestir', 'VERB'), ('moto', 'NOUN'), ('sobrepasar', 'VERB'), ('derecho', 'ADJ'), ('ocup', 'ADJ'), ('caer', 'VERB'), ('pavimentar', 'PROPN'), ('interv', 'PROPN'), ('trasladar', 'ADJ'), ('hosp', 'PROPN'), ('malvinas', 'PROPN'), ('dolor', 'PROPN'), ('pierna', 'NOUN')]
213;213;302;auto - moto;comprometida;redgreenlueredgreenlue asegurado circulaba h yrigoyen doblando derecha moto intenta pasar derecha choca asegurado guardabarros delantero derecho motociclista llevaba cae piso perdida conocimiento ;[('redgreenlueredgreenlue', 'PROPN'), ('asegurar', 'PROPN'), ('circular', 'AUX'), ('hora', 'PROPN'), ('yrigoyen', 'PROPN'), ('doblar', 'VERB'), ('derecho', 'ADJ'), ('moto', 'NOUN'), ('intentar', 'VERB'), ('pasar', 'VERB'), ('derecho', 'NOUN'), ('chocar', 'NOUN'), ('asegurar', 'ADJ'), ('guardabarros', 'NOUN'), ('delantero', 'NOUN'), ('derecho', 'PROPN'), ('motociclista', 'ADJ'), ('llevar', 'AUX'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('perdido', 'ADJ'), ('conocimiento', 'NOUN')]
214;214;304;auto - moto;comprometida;asegurado circulando balizas rivadavia momento maniobrar derecha ingresar garage misma produce colision tercero moto intent sobrepasar aseg termina impactando lateral derecho auto ocupantes moto caen piso levanta medios intervencion policial retiraron moto terc registro pedidos;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('balizar', 'PROPN'), ('rivadavia', 'PROPN'), ('momento', 'PROPN'), ('maniobrar', 'VERB'), ('derecho', 'NOUN'), ('ingresar', 'VERB'), ('garage', 'PROPN'), ('mismo', 'DET'), ('producir', 'VERB'), ('colision', 'PROPN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('intent', 'PROPN'), ('sobrepasar', 'PROPN'), ('aseg', 'PROPN'), ('terminar', 'AUX'), ('impactar', 'VERB'), ('lateral', 'ADJ'), ('derecho', 'NOUN'), ('auto', 'ADJ'), ('ocupante', 'PROPN'), ('moto', 'PROPN'), ('caer', 'AUX'), ('pisar', 'NOUN'), ('levantar', 'VERB'), ('medio', 'NOUN'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('retirar', 'VERB'), ('moto', 'NOUN'), ('terc', 'PROPN'), ('registrar', 'PROPN'), ('pedir', 'ADJ')]
215;215;305;auto - moto;comprometida;asegurado circulaba cnel juan terrada colisionado parte lateral delantera derecha parte delantera moto circulaba bernardino rivadavia unico ocupante moto tenia cayo piso presentaba lesiones visibles trasladado centro medico moto asegurado secuestrados;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('cnel', 'PROPN'), ('juan', 'PROPN'), ('terrada', 'ADJ'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('moto', 'PROPN'), ('circular', 'AUX'), ('bernardino', 'PROPN'), ('rivadavia', 'PROPN'), ('unico', 'PROPN'), ('ocupante', 'ADJ'), ('moto', 'NOUN'), ('tenia', 'PROPN'), ('cayo', 'PROPN'), ('pisar', 'NOUN'), ('presentar', 'AUX'), ('lesionar', 'NOUN'), ('visible', 'ADJ'), ('trasladar', 'ADJ'), ('centrar', 'NOUN'), ('medicar', 'ADJ'), ('moto', 'NOUN'), ('asegurar', 'ADJ'), ('secuestrar', 'ADJ')]
216;216;307;auto - moto;comprometida;asegurado circulaba munoz doblar izq charlone moto venia munoz embiste puerta delantera izqueirda moto iba sola persona recuerdo tenia cae suelo moto cayo arriba aseg lllevo clinica sarmiento cel;[('asegurar', 'PROPN'), ('circular', 'AUX'), ('munoz', 'PROPN'), ('doblar', 'PROPN'), ('izq', 'PROPN'), ('charlone', 'PROPN'), ('moto', 'PROPN'), ('venia', 'PROPN'), ('munoz', 'PROPN'), ('embestir', 'PROPN'), ('puerta', 'NOUN'), ('delantero', 'ADJ'), ('izqueirda', 'ADJ'), ('moto', 'PROPN'), ('ir', 'AUX'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('recordar', 'PROPN'), ('tenia', 'PROPN'), ('caer', 'VERB'), ('soler', 'NOUN'), ('moto', 'PROPN'), ('cayo', 'PROPN'), ('arribar', 'ADV'), ('aseg', 'PROPN'), ('lllevo', 'VERB'), ('clinica', 'ADJ'), ('sarmentar', 'ADJ'), ('cel', 'PROPN')]
