cod_accidente,descripcion_del_hecho - Final,responsabilidad,fuzzy,no_hpx
aa    ,circulando casn juan llegar interseccion intenente alvear produce colision parte delantera parte lateral tercero desplazamientos tercero sufre lesiones personano ,comprometida,circulando casn juan llegar interseccion intenente alvear produce colisionando parte delante parte lateral tercero desplazamientos tercero sufre lesiones persona,circulando juan llegar interseccion alvear produce colisionando parte delante parte lateral tercero desplazamientos tercero sufre lesiones persona
am    ,asegurado circulando balizas rivadavia momento maniobrar ingresar garage misma produce colision tercero moto intent sobrepasar aseg termina impactando lateral derecha auto ocupantes moto caen piso levanta medios intervencion policial retiraron moto terc registro pedidos,comprometida,aseg circulando balizas rivadavia momento maniobra ingresar garage mismo produce colisionando tercero moto intent sobrepasar aseg termina impacta lateral derecha auto ocupantes moto caen piso levanta medios intervencion policial retira moto terc registro pedidos,aseg circulando balizas rivadavia momento maniobra ingresar garage mismo produce colisionando tercero moto intent sobrepasar aseg termina impacta lateral derecha auto ocupantes moto caen piso levanta medios intervencion policial retira moto terc registro
am    ,asegurado circulaba cnel juan terrada colisionado parte lateral delantera parte delantera moto circulaba bernardino rivadavia unico ocupante moto tenia cayo piso presentaba lesiones visibles trasladado centro medico moto asegurado secuestrados,comprometida,aseg circulaba cnel juan terrada colisionando parte lateral delante parte delante moto circulaba bernardino rivadavia unico ocupantes moto tenia cayo piso presentaba lesiones visibles trasladado centro medios moto aseg secuestrados,aseg circulaba cnel juan terrada colisionando parte lateral delante parte delante moto circulaba rivadavia unico ocupantes moto tenia cayo piso presentaba lesiones visibles trasladado centro medios moto aseg secuestrados
cicl  ,llegar direccion indicada estaciono abrir puerta descender produce colision bicicleta mitad misma,comprometida,llegar direccion indicada estaciono abrir puerta descender produce colisionando bicicleta mitad mismo,llegar direccion indicada estaciono abrir puerta descender produce colisionando bicicleta mitad mismo
am    ,asegurado circulaba munoz doblar izquierda charlone moto venia munoz embiste puerta delantera izquierdaueirda moto iba sola persona recuerdo tenia cae suelo moto cayo arriba aseg lllevo clinica sarmiento cel,comprometida,aseg circulaba munoz doblar izquierda charlone moto venia munoz embiste puerta delante izquierda moto iba sola personas recuerdo tenia caen suelo moto cayo iba aseg lllevo clinica sarmiento cel,aseg circulaba munoz doblar izquierda moto venia munoz embiste puerta delante izquierda moto iba sola personas recuerdo tenia caen suelo moto cayo iba aseg clinica sarmiento cel
aa    ,aseg detenido semaforo dorrego impactado parte trasera parte delantera tercero circulaba detras desplazamientos lesionados aseg sufrio latigazo amigo novia hacen atender hospital latigazo tambien intervinientes,discutida,aseg detenido semaforo dorrego impactado parte trasera parte delante tercero circulaba detras desplazamientos lesionados aseg sufrio latigazo amigo novia hacen atender hospital latigazo tambien intervinientes,aseg detenido semaforo dorrego impactado parte trasera parte delante tercero circulaba detras desplazamientos lesionados aseg sufrio latigazo amigo novia atender hospital latigazo tambien intervinientes
am    ,asegurado circulaba villegas dispone doblar moto venia detras adelanta roza espejo retrovisor auto asegurado habia auto golpeael asegurado ,comprometida,aseg circulaba villegas dispone doblar moto venia detras delantera roza espejo retrovisor auto aseg habia auto golpeael aseg,aseg circulaba villegas dispone doblar moto venia detras delantera roza espejo retrovisor auto aseg habia auto aseg
aa    ,aseg maniobra cambiar carril centenario colisiona lateral trasero derecha lateral trasero izquierda tercero detenido misma semaforo lesinoados desplazamientos,comprometida,aseg maniobra cambiar carril centenario colisionando lateral trasero derecha lateral trasero izquierda tercero detenido mismo semaforo lesinoados desplazamientos,aseg maniobra cambiar carril centenario colisionando lateral trasero derecha lateral trasero izquierda tercero detenido mismo semaforo desplazamientos
am    ,asegurado detenido semaforo impactado moto parte trasera parte frontal motosolo persona moto cae piso tenia prsento lesion asiste desconoce trasladan centro medico asegurado retira ,comprometida,aseg detenido semaforo impactado moto parte trasera parte frontal solo personas moto caen piso tenia prsento lesiones asiste desconoce trasladado centro medios aseg retira,aseg detenido semaforo impactado moto parte trasera parte frontal solo personas moto caen piso tenia lesiones asiste desconoce trasladado centro medios aseg retira
am    ,transitaba corrientes metros llgar acevedo observ oun lugar estacionado desplazo hacia vereda estacionar realizo maniobra alcanzo tener contacto moto encerrar moto moto opcion pegar lateral delant izquierda espejcabe aclarar danos gdi espejo pese contacto hizo vuelta asisti rapidamente moto verlo presetanba ningun tipo lesion visible solo tenia dolor piernas golpeo moto datos tercero costa julian eduardo honda cbr ajpl atm,comprometida,transitaba corrientes metros llegar acevedo observ oun lugar estacionado desplazo habia vereda estacionar realizo maniobra alcanzo tener contacto moto encerrar moto moto opcion pegar lateral delante izquierda espejcabe aclarar datos gdi espejo pese contacto hizo vuelta asisti rapidamente moto verlo presentaba ningun tipo lesiones visible solo tenia dolor personas golpeo moto datos tercero costado julian eduardo honda cbr ajpl atm,transitaba corrientes metros llegar acevedo lugar estacionado desplazo habia vereda estacionar realizo maniobra alcanzo tener contacto moto moto moto pegar lateral delante izquierda aclarar datos espejo pese contacto hizo vuelta asisti rapidamente moto verlo presentaba ningun tipo lesiones visible solo tenia dolor personas golpeo moto datos tercero costado julian eduardo honda atm
am    ,encontraba circulando donato alvarez dispongo doblar hacia ingreso belaustegui siento lateral derecha delantero producido tercero moto circulaba donato alvarez paso micro q roto donato alvarez apareciendoinesperadamente mismo cae mismo cae piso encontraba solo poseia informo encontraba trabajando poseia lesiones visibles hace presnete personal medico hace presnete personal policial q encontraba lugar retirandose tercero propios medios moto mas terceros lesionados involucrados datos tercero frias mariano martin yamaha dpj atm,comprometida,encontraba circulando donato alvarez dispongo doblar habia ingresar belaustegui siento lateral derecha delante producido tercero moto circulaba donato alvarez paso micro choque roto donato alvarez apareciendoinesperadamente mismo caen mismo caen piso encontraba solo poseia informo encontraba trabajando poseia lesiones visibles hace presnete persona medios hace presnete persona policial choque encontraba lugar retira tercero propios medios moto mas terceros lesionados involucrados datos tercero frias mariano martin yamaha dpj atm,encontraba circulando donato alvarez dispongo doblar habia ingresar belaustegui siento lateral derecha delante producido tercero moto circulaba donato alvarez paso choque donato alvarez mismo caen mismo caen piso encontraba solo poseia informo encontraba trabajando poseia lesiones visibles hace presnete persona medios hace presnete persona policial choque encontraba lugar retira tercero propios medios moto mas terceros lesionados involucrados datos tercero mariano martin yamaha atm
am    ,estacionado intencion ingresar cochera enfrente momento pasa moto gran velocidad colisiona parte delantera auto producto hecho moto cae piso luego metros deteiene intercambiamos datos luego retira propios medios intervencion medica policial presentaba lesiones simple vista datos tercero niz cristian jesus yamaha ixe nueva seguros,comprometida,estacionado intencion ingresar cochera frente momento pasa moto gran velocidad colisionando parte delante auto produce hecho moto caen piso luego metros deteiene intercambiamos datos luego retira propios medios intervencion medica policial presentaba lesiones simple vista datos tercero niz cristian jesus yamaha ixe nueva seguros,estacionado intencion ingresar cochera frente momento pasa moto gran velocidad colisionando parte delante auto produce hecho moto caen piso luego metros intercambiamos datos luego retira propios medios intervencion medica policial presentaba lesiones simple vista datos tercero cristian jesus yamaha nueva seguros
peatã“n,asegurado circulaba holmberg maniobra girar hacia congreso tucuman impacta lateral delantero derecha peaton cruzaba congreso tucuman desplazamientos peaton cae piso presentaba lesiones quiere ser trasladado hospital asegurado asegurado lleva domicilio ,comprometida,aseg circulaba holmberg maniobra girar habia congreso tucuman impactada lateral delante derecha peaton cruzaba congreso tucuman desplazamientos peaton caen piso presentaba lesiones quiere trasera trasladado hospital aseg aseg llevaba domicilio,aseg circulaba holmberg maniobra girar habia congreso tucuman impactada lateral delante derecha peaton cruzaba congreso tucuman desplazamientos peaton caen piso presentaba lesiones quiere trasera trasladado hospital aseg aseg llevaba domicilio
aa    ,redgreenlue asegurado circulaba aguero sur norte tercero circulaba aguero contramano alta velocidad invade carril asegurado mas asegurado intenta esquivarlo puede evitar tercero choque lateral derecha frente choque resulto lesiones terceroel asegurado ,discutida,redgreenlue aseg circulaba aguero sur norte tercero circulaba aguero contramano alta velocidad invade carril aseg mas aseg intenta esquivarlo puede evitar tercero choque lateral derecha frente choque resulto lesiones terceroel aseg,redgreenlue aseg circulaba aguero sur norte tercero circulaba aguero contramano alta velocidad invade carril aseg mas aseg intenta esquivarlo puede evitar tercero choque lateral derecha frente choque resulto lesiones terceroel aseg
