,cod_accidente,descripcion_del_hecho - Final,responsabilidad
400,am    ,vehculo asegurado circulaba concordia cruzar interseccin pedro moran impactado parte delantera moto circulaba daltima mencionada desplazamientosmoto ocupante cay piso manifest dolencias int medica int policial retir medioscel aseg ampliamos asegurado haba semaforos intereseccion tercero asegurado manifesto rodado danos optica delantera paragolpes resulto embistente participacion,concurrente
401,am    ,asegurado inicia marcha salida semaforo bulrich tras cruzar santa fe moto solo ocupante circulaba colisiona lateral derecha asegurado moto cae piso motociclista presentaba lesiones visibles trasladado same hospital rivadavia control relacion caso ampliamos asegurado moto iba bajaba j b justo tomar bullrich all hace maniobra pequeno giro momento moto roza lateral derecha tercero trasladaron acerco tercero manifesto haria denuncia trasladaron asegurado hicieron alcoholemia asegurado va reclamar cree van hacer lugar,comprometida
402,am    ,encontraba ciruclando ayacucho llegar interseecion chacabuco dispongo girara hacia tomar ultima poniendo luz giro correspondiente realizando giro moto circulando alta velocidad pretende sobrepasarme pese tener luz giro puesta produciendose contacto parte lateral delantera moto lateral izquierda cayendo unico tripulante moto suelo intervencion same motocicleta contaba movilidad propia lesionados ros involucrados stro mas alla declarado datos tercero lopez cabrera eladio benellinaked tnt ayzy triunfo segurosd,comprometida
403,peaton,estacionado rotta maniobra salir marcha atras atropella peaton circulando detras vehiculo peaton cayo piso ,comprometida
404,peaton,estacionado asegurado hace marcha atras toca cae,comprometida
405,cicl  ,iba circulando washington encalada hacia olazabal autos mitad cuadra baja menor bicicleta circulando contrario iba intento frenar pude hacerlo menor iba colisiona parabrisas provocandole lastimadura intervension policial primer momento trasladan hospital pirovano siendo luego llevada clinica privada desplazamientos,concurrente
406,am    ,circulaba peron tiro incorporarme carril justo venia moto alta velocidad colisiona lateral trasero derecha cae psio levanta propios medios llamo ,comprometida
407,am    ,aseg circulando bulnes pone luz posicin ingresar estacionar colisionado lateral izquierda parte tercero moto circulaba bulnes habia cruzado anteriormente ocupante cae moto presento dolor incorporo medios retiro intervencion polcia desplazamientos,comprometida
408,aa    ,asegurado circulaba jujuy llegar esquina colisiona tercero venia berro lesiones mas terceros involucrados,concurrente
409,am    ,ingresando cochera domicilio vehiculo asegurado embestido lateral derecha motocicleta cayo piso levanto propios medios intervencion policial motociclista nego ser asistido acuso golpe informa motociclista utilizaba vehiculo asegurado realizo toda maniobra ingreso cochera balizas encendidas datos tercero screpis isaias quimey d,comprometida
410,am    ,redgreenlueredgreenlue circulaba formosa cruzando alvarez moto venia ultima choca parte delantera parte delantera moto cae chico venia tenia seguro registro simple vista tenia lesiones ,concurrente
411,cicl  ,redgreenlueredgreenlue asegurado circulando ecuador cruzaba tucuman tercero bocicleta circulana ultima contramano asegurado embiste parte delanteraun ocupante bicicleta cae piso ,concurrente
412,aca   ,jovellanos habamos cruzado california sentimos golpeque hizo vueltas vueltas golpeamos camioneta saveiro chocamos lateral auto causa golpelos conducan auto gol dejaron auto nadie poder tomarle datosd,discutida
413,am    ,asegurado venia luis maria campos ve motociclista venia misma contrario carril correspondia asegurado alli vira embista motociclista choca parte delantera izquierda ,discutida
414,aa    ,asegurado circulando esteban agustin gasconal cruzar interseccion francisco bieirocuando tercero venia ultimase cruzael aseguirado llega frenar colisionacon parte delantera aseguradocontra parte trasera lateral tercerosin desplazamientoscon lesiones tercero acompanante,comprometida
415,am    ,aseg circulando perito moreno tercero moto detiene delante transito manera abrupta aseg colisiona parte delantera parte trasera moto circulaba ocupante bordo colocado cayo asfalto retiro propios medios ,comprometida
416,am    ,aseg circulando perito moreno tercero moto detiene delante transito manera abrupta aseg colisiona parte delantera parte trasera moto circulaba ocupante bordo colocado cayo asfalto retiro propios medios ,
417,aa    ,circulando misma alcanzo frenar colisiono auto delantero frente trasera desplazamientos lesionados,comprometida
418,cicl  ,asegurado circulando alsina maniobrar balizas estacionar colisiona lateral izquierda ciclista circulaba detras ciclista cayo piso levanto medios ,comprometida
419,peatã“n,aseg circulando garay girar hacia paseo colon impacta parte frontal peaton cruzaba senda peatonal cae asfalto levanto propios medios trasladada argerich medio retenido desplazamientos,comprometida
420,am    ,saliendo ypf enrique santamarina cristbal coln monte colectivo da paso salgo despacio moto embiste parte delantera cae piso personas moto masculino femenino ninguno ,comprometida
421,am    ,vehiculo asegurado circulaba camarones cruzar san blas autos ceden paso moto detiene colisiona lateral delantero izquierda motociclista cae pilso ,discutida
422,am    ,circulando rodado carril izquierda irigoyen gurruchaga embestido tercero puerta delantera lado cambiar carril senalizado dicha maniobra,comprometida
423,am    ,enrendo garage domicilio ubicado camapana moto pasa camioneta estacionada quiere pasar delante termina colsionandome puerta delantera llegando asfalto golpeando puerta presento peonal medico policial lugar hecho trasladado hospital zubizarreta quiso hacer presentacion policial nosocomio sacaron placas retiro mismo lesion alguna datos tercero olivera pternela juan manuel honda lfv atm,comprometida
424,am    ,redgreenlue asegurado iba circulando alem norte sur sobrepasando moto venia misma moto maniobra doblar interseccion hacia coloisiona asegurado lateral delantero trasero derecha moto motociclista cayeron piso llevaba ,discutida
425,am    ,asegurado circulaba quito cruzar quintino bocayuva motociclista colisiona aseg lateral delantero izquierda rueda motociclista recuerda posee motociclista cae suelo levanta mismo ,comprometida
426,am    ,asegurado maniobraba estacionar julian alvarez colisionado parte lateral delantera moto circulaba misma moto tenia ocupantes ambos tenian cayeron piso moto presentaba lesiones manos retiraron propios medios intervioncion medica policialel asegurado ,comprometida
427,am    ,aseg circulando vicente lopez colisiona parte delantera parte trasera tercero circulaba misma moto ocupante colocado cae manifesto lesiones tervencion desplazamientos,comprometida
428,am    ,redgreenlue asegurado circulando helguera tercero acompanante circulando helguera asegurado girar hacia entrar cochera tercero pasa embiste parte delantera parte delantera asegurado motoclista desplaza estacionado tercero lesionado ,comprometida
429,am    ,aseg circulaba paseo colon dobla hacia tomar venezuela impacta lateral delantero derecha tercero moto circulaba paseo colon misma direccion causa moto jdt desplaza impacta segunda moto pat kcj circulaba par lado derecha ningun conductores terceros cae suelo asistidos retiran propios medios lugarel asegurado ,comprometida
430,am    ,circulaba rivadavia colisiona parte delantera parte trasera tercero moto solo ocupante cae levanta propios medios manifiesta luego dolor cintura motociclista paso nivel quintana asegurada visualiza pasa colectivo ,comprometida
431,aa    ,asegurado circulaba presbitero natta unidad encontraba pordelante frena causa vehculo delante detuvo repentinamenteante situacin asegurado llega frenar impacta parte traserade unidad vena adelante,
432,am    ,venia derqui voy subir acceso oeste lugar dirijo cabina peaje detengo emplada dijo tenia telepeaje podia proseguir sino tenia aue ir cabina indic miro espejo v nadie comence marcha reversa imprevistamente produce contacto moto parte trasera rodado guardabarro moto estimo tenia luces v ningun momento leve enganche moto companante cayeron asfalto sufrieron lesiones solo danos materiales guardabarro poseo datos identificatorios acompanante moto datos tercero coppolillo ruben oscar moto rouser c avzd atm,comprometida
433,am    ,aseg circulando alberdi do carril derecha moto circulante misma pongo giro pq doblar malvinas argentinas tercero quiere sobrepasar aseg colisiona parte lateral derecha aseg moto ocupantes caen suelo trasladados ,comprometida
434,aa    ,detenido semaforo ruta asegurado colisionado tercero parte trasera luego desplaza hacia adelante asegurada rozado colectivo tambien detenido causa hecho companero iba asegurado lastima ,discutida
435,am    ,aseg circulaba girar diagonal continuar colisiona lateral derecha moto circulaba par misma viajaban personas levantan propios medios luego suelo quisieron ser atendiendos indicando encontraban bien intercambiaron solo datos moto int policiafsnos contactamos v asegurado ratifica mecanica realizo maniobra giro embestido motocicleta circulaba vio moto previo giro tomo tercera paso incorrecto,comprometida
436,aci   ,bajando vehculo puerta abierta bicicleta colision puerta delantera intervinieron polica,comprometida
437,cicl  ,asegurado estacionado abre puerta pasa bicicleta pega puerta delantera sufiendo rotura cristal danos chapa bicicleta iba sola persona tenia cae suelo levanta aseg dice bicleta sufrio danos queja dolor derecha dedo ,comprometida
438,am    ,circulando tucuman tercero moto intenta sobrepasarme colisiona parte trasera motoquero cae pasan datos retiran lesiones consigna lugarel asegurado ,comprometida
439,am    ,estacionado junto cordon puerta abierta bajar motociclista avanzo autos detenidos colisiono puerta dealntera golpe desplazo toco renault kangoo lateral derecha cayo lesiones ,comprometida
440,am    ,saliendo estacionamiento privado bingo ramos mejia incorporandome moreno tercero circula moto misma esquiva impactar piede control cae piso terceros involucrados tercero tenia colocado ,concurrente
441,aa    ,,comprometida
442,am    ,vehiculo asegurado encontraba estacionado amno asuncion salir hacia moto circulaba misma colisiona levemente lateral delantero derecha vehiculo asegurado motociclista cae piso llevaba ,comprometida
