cod_accidente,descripcion,filter,responsabilidad
aa, d el asegurado iba circulando cuando corta el semaforo el vehiculo que estaba delante de el frena el asegurado no lo logra a tiempo tocando apenas al tercero por detras,el asegurado iba circulando corta el semaforo el vehiculo estaba delante el frena el asegurado no lo logra tiempo tocando apenas al tercero por detras,comprometida
aa, d asegurado informa que realizando marcha atras en estacion ypf impacta un vehiculo tercero,asegurado informa realizando marcha atras en estacion ypf impacta vehiculo tercero,comprometida
aa, d asegurada indica que circulaba por castro la cual es doble mano al dar paso a un vehiculo que circulaba en el sentido opuesto termina impactando a un vehiculo estacionado,asegurado indica circulaba por castro la cual es doble mano al dar paso vehiculo circulaba en el sentido opuesto termina impactado vehiculo estacionado,comprometida
aa, d circulaba por niceo vega debido a que trabajo de noche y habia trabajado hasta tardecansada y un poco distraida no noto el colectivo que estaba delante mio y lo embisto en la parte posterior,circulaba por niceo vega debido trabajo noche habia trabajado hasta tardecansada poco distraida no noto el colectivo estaba delante mio lo embisto en la parte posterior,comprometida
aa, d saliendo de cochera,saliendo cochera,comprometida
aa, d circulaba por la avenida cuando repentinamente cruzo el vehiculo del tercero ampliacion asegnonevenia por alcorta que diivide v lopez de san martin tercero venia por izuierda chocan punta con punta danos aseg paragolpe y guardabarro tercero guardabarro y puerta lado conductoraseg venia desde san martin hacia gral pazhaciendo reclamo en la nueva esperando resolucion   dias habiles,circulaba por la avenida repentinamente cruzo el vehiculo del tercero ampliacion asegnonevenia por alcorta diivide v lopez san martin tercero venia por izquierda chocan punta con punta danos asegurado paragolpe guardabarro tercero guardabarro parte lado conductoraseg venia desde san martin hacia general pazhaciendo reclamo en la nueva esperando resolucion dias habiles,comprometida
aa, d asegurado informa que estaba conduciendo por la avenida lugones a la altura de nunez y se distrajo un segundo e impacto con el vehiculo que tenia delante fiat palio y luego el vehiculo que tenia detras ford fiesta impacto en la parte trasera del vehiculo asegurado,asegurado informa estaba conduciendo por la avenida lugones la altura nunez distrajo segundo e impacto con el vehiculo tenia delante fiat palio luego el vehiculo tenia detras ford fiesta impacto en la parte trasera del vehiculo asegurado,comprometida
aa, d circulando por gaspar campos el tercero que venia delante mio frene y yo frene pero lotoque en la parte trasera,circulando por gaspar campos el tercero venia delante mio frene yo frene pero lotoque en la parte trasera,comprometida
aa, d el asegurado indica que egresando de la cochera del edificio se encontraba un taxi estacionado sobre el cordon de la verda en la calle madero y al salir el asegurado lo colisiona impacta el espejo retrovisor derecho y lado derecho del vehiculo asegurado contra lado izquierdo del vehiculo tercero,el asegurado indica egresando la cochera del edificio encontraba taxi estacionado el cordon la verda en la calle madero al salir el asegurado lo colisiona impacta el espejo retrovisor derecha lado derecha del vehiculo asegurado contra lado izquierda del vehiculo tercero,comprometida
aa, d corto el semaforo y al avanzar toque al vehiculo que se encontraba adelante,corto el semaforo al avanzar toque al vehiculo encontraba delante,comprometida
aa, d el asegurado se encontraba circulando y raspo el paragolpe trasero de un vehiculo tercero que se encontraba estacionado en la calle indicada,el asegurado encontraba circulando raspo el paragolpe trasera vehiculo tercero encontraba estacionado en la calle indicada,comprometida
aa, d el conductor que espera que abra el semaforo pone reversa en lugar de primera para arrancar y me impacta,el conductor espera abra el semaforo pone reversa en lugar primera para arrancar me impacta,sin responsabilidad
aa, d vengo manejando el auto por malnatti es una calle doble mano de la otra mano venia una moto en sentido contrario a mi al acercarse la moto hace una maniobra rara para tratar de esquivarlo se me va el auto y choco contra un auto estacionado la calle malnatti donde fue el accidente es una calle con muchos autos estacionados sobre la calle,vengo manejando el auto por malnatti es calle doble mano la otra mano venia moto en sentido contrario mi al acercarse la moto hace maniobra rara para tratar esquivarlo me va el auto choco contra auto estacionado la calle malnatti donde fue el accidente es calle con muchos autos estacionados la calle,comprometida
aa,d estacionando hice marcha atras muy despacio porque atras habia un auto estacionado y nuestros paragolpes se tocaron,estacionando hice marcha atras muy despacio porque atras habia auto estacionado nuestros paragolpes tocaron,comprometida
aa, d el dia sabado  entre las  y las hs aprox yendo por la av del libertador san martina la altura  soy detenida por policia de transito de la municipalidd de tigre permitiendo con ello el paso de los peatones dado que s una zona turistica segundos mas tarde me indica queavance apareciendo rapidamente un vehiculo volkswagen gol a mi izquierda quien inpacta sobre el costado delante de mi autosolo aparecio un policia para indicarnos que corramos el vehiculo sobre un costado de la calleseguidamente luego de facilitar datos y recepcionarlos por parte del otro chofer busco al policia de transito encontrando solo los conos reglamentarios,el dia sabado entre las las hs aprox yendo por la avenida del libertador san martina la altura soy detenida por policia transito la municipalidd tigre permitiendo con ello el paso los peatones dado s zona turistica segundos mas tarde me indica queavance apareciendo rapidamente vehiculo volkswagen gol mi izquierda quien impacta el costado delante mi autosolo aparecio policia para indicarnos corramos el vehiculo costado la calleseguidamente luego facilitar datos recepcionarlos por parte del otro chofer busco al policia transito encontrando solo los conos reglamentarios,comprometida
aa, d el asegurado circulaba por juan b justo debido al temporal  llovia mucho y la calzadaestaba resbalosa no logro frenar e impacto en la parte trasera del tercero generandoledanos en la misma el asegurado presenta danos en la parte delantera,el asegurado circulaba por juan b justo debido al temporal llovia mucho la calzadaestaba resbalosa no logro frenar e impacto en la parte trasera del tercero generandoledanos en la misma el asegurado presenta danos en la parte delantera,comprometida
aa,d yo estaba estacionado sobre mano derecha en calle nunez y cuando voy a salir un auto volsvaguen fox que viene x roque perez dobla por nunez y se produce el choque,yo estaba estacionado mano derecha en calle nunez voy salir auto volsvaguen fox viene x roque perez dobla por nunez produce el choque,comprometida
aa, d saliendo de autopista illia hacia avdel libertador girando con semaforo a mi favor en verde tuve colision trasera izquierda al estar girando hacia lado retiro que hizo virar el auto dejandolo en medio de la avenida expuesto al transito de esa hora pico la colision la hizoun taxista que vi porque la policia lo detuvo no estaba ni delante mio ni al costado aparecio de repente y ahi con la policia presente nospasamos los datos por siniestro choque,saliendo autopista illia hacia avdel libertador girando con semaforo mi favor en verde tuve colision trasera izquierda al estar girando hacia lado retiro hizo virar el auto dejandolo en medio la avenida expuesto al transito esa hora pico la colision la hizoun taxista vi porque la policia lo detuvo no estaba ni delante mio ni al costado aparecio repente ahi con la policia presente nospasamos los datos por siniestro choque,comprometida
aa, d el asegurado iba circulando lento por una cola de autos que iba por la panamericana eltercero se adelanta frena cuando el asegurado va a frenar lo tiene encima y lo toco pordetras,el asegurado iba circulando lento por cola autos iba por la panamericana tercero delantera frena el asegurado va frenar lo tiene encima lo toco pordetras,comprometida
aa, d asegurado informa que mientras se encontraba circulando por la calle mencionada estacionado sobre la mano izquierda de la mismacuando procede a salir del lugar de estacionamiento un vehiculo tercero que se encontraba estacionado sobre la mano derecha de la mismacalle procede tambien a salir de su lugar de estacionamiento e impacta con el asegurado impacta la parte delantera izquierda del vehiculotercero con la parte delantera derecha del vehiculo asegurado no hubo lesionados,asegurado informa mientras encontraba circulando por la calle mencionada estacionado la mano izquierda la mismacuando procede salir del lugar estacionamiento vehiculo tercero encontraba estacionado la mano derecha la mismacalle procede tambien salir su lugar estacionamiento e impacta con el asegurado impacta la parte delantera izquierda del vehiculotercero con la parte delantera derecha del vehiculo asegurado no hubo lesionados,concurrente
aa,d venia circulando por la calle moron y al cuzar la interseccion de la calle carrasco doble mano ya en el medio del cruce coliciono con otro auto que venia por carrasco direccion a juan b justo mi auto no sufre ninguna rotura y del otro seria parte delantera pero vale aclarar que ya tenia un choque previo,venia circulando por la calle moron al cuzar la interseccion la calle carrasco doble mano ya en el medio del cruce colisiono con otro auto venia por carrasco direccion juan b justo mi auto no sufre ninguna rotura del otro seria parte delantera pero vale aclarar ya tenia choque previo,comprometida
aa, d circulaba por la calle luis viale sentido norte hacia av nazca cuando estaba finalizando el cruce en la bocacalle con terrada el otro conductor que venia circulando por terrada me impacta fuertemente en mi lateral izquierdo ocasionandome roturas en la puerta el panel delantero optica  el paragolpes la llanta y la cubierta,circulaba por la calle luis viale sentido norte hacia avenida nazca estaba finalizando el cruce en la bocacalle con terrada el otro conductor venia circulando por terrada me impacta fuertemente en mi parte izquierda ocasionandome roturas en la parte el panel delantera optica el paragolpes la llanta la cubierta,comprometida
