cod_accidente,descripcion,fuzzy,no_hapaxes,responsabilidad
am    ,circulaba av peron tiro derecha incorporarme carril justo venia moto alta velocidad colisiona lateral trasero derecho conductor cae psio levanta propios medios llamo ,circulaba av persona retiro derecha incorporarme carril justo venia moto alta velocidad colisiona lateral trasero derecha conductor cae psio levanta propios medios llamo,circulaba av persona retiro derecha carril justo venia moto alta velocidad colisiona lateral trasero derecha conductor cae levanta propios medios llamo,comprometida
am    ,vh aseg circulando calle bulnes pone luz posicin ingresar estacionar colisionado lateral izquierdo parte tercero moto circulaba bulnes habia cruzado rojo anteriormente ocupante cae moto presento dolor pierna incorporo medios retiro ,vh aseg circulando calle bulnes pone luz posicin ingresar estacionar colisionado lateral izquierdo parte tercero moto circulaba bulnes habia cruzado rojo anteriormente ocupante cae moto presento dolor pierna incorporo medios retiro,vh aseg circulando calle bulnes pone luz ingresar estacionar colisionado lateral izquierdo parte tercero moto circulaba bulnes habia cruzado rojo anteriormente ocupante cae moto presento dolor pierna incorporo medios retiro,comprometida
aa    ,asegurado circulaba calle jujuy llegar esquina colisiona tercero venia calle berro lesiones mas terceros involucrados,asegurado circulaba calle jujuy llegar esquina colisiona tercero venia calle berro lesiones mas terceros involucrados,asegurado circulaba calle jujuy llegar esquina colisiona tercero venia calle berro lesiones mas terceros involucrados,concurrente
am    ,ingresando cochera domicilio vehiculo asegurado embestido lateral derecho motocicleta conductor cayo piso levanto propios medios ,ingresando cochera domicilio vehiculo asegurado embestido lateral derecha motocicleta conductor cayo piso levanta propios medios,ingresando cochera domicilio vehiculo asegurado embestido lateral derecha motocicleta conductor cayo piso levanta propios medios,comprometida
am    ,redgreenlueredgreenlue circulaba formosa cruzando alvarez moto venia ultima cruza choca parte delantera izquierda parte delantera moto cae chico venia casco tenia seguro registro simple vista tenia lesiones ,redgreenlueredgreenlue circulaba formosa cruzando alvarez moto venia ultima cruza choca parte delantera izquierda parte delantera moto cae choco venia casco tenia asegurado registro simple vista tenia lesiones,redgreenlueredgreenlue circulaba formosa cruzando alvarez moto venia ultima cruza choca parte delantera izquierda parte delantera moto cae choco venia casco tenia asegurado registro simple vista tenia lesiones,concurrente
cicl  ,redgreenlueredgreenlue asegurado circulando calle ecuador cruzaba tucuman tercero bocicleta circulana ultima contramano cruza asegurado embiste parte delanteraun ocupante bicicleta cae piso ,redgreenlueredgreenlue asegurado circulando calle ecuador cruzaba tucuman tercero bocicleta circulaba ultima contramano cruza asegurado embiste parte delantera ocupante bicicleta cae piso,redgreenlueredgreenlue asegurado circulando calle cruzaba tucuman tercero circulaba ultima contramano cruza asegurado embiste parte delantera ocupante bicicleta cae piso,concurrente
aca   ,calle jovellanos habamos cruzado calle california sentimos golpeque hizo dar vueltas calle vueltas golpeamos camioneta saveiro chocamos lateral auto causa golpelos conducan auto gol dejaron auto nadie poder tomarle datosd,calle jovellanos habamos cruzado calle california sentimos golpeque hizo dar vueltas calle vueltas golpeamos camioneta saveiro chocamos lateral auto causa golpelos conducan auto gol dejaron auto nadie poder tomar datos,calle cruzado calle hizo dar vueltas calle vueltas camioneta chocamos lateral auto causa golpelos auto gol dejaron auto nadie poder tomar datos,discutida
am    ,asegurado venia luis maria campos ve motociclista venia misma contrario carril correspondia asegurado alli vira derecha embista motociclista choca parte delantera izquierdano ,asegurado venia luis maria campos ve motociclista venia mismo contrario carril correspondia asegurado alli vira derecha embiste motociclista choca parte delantera izquierdo,asegurado venia luis maria campos ve motociclista venia mismo contrario carril asegurado alli derecha embiste motociclista choca parte delantera izquierdo,discutida
aa    ,asegurado circulando calle esteban agustin gasconal cruzar interseccion calle francisco bieirocuando tercero venia ultimase cruzael aseguirado llega frenar colisionacon parte delantera aseguradocontra parte trasera lateral izquierda tercerosin desplazamientoscon lesiones tercero acompanante,asegurado circulando calle esteban agustin gasconal cruzar interseccion calle francisco bieirocuando tercero venia ultima cruzael asegurado llegar frena colisionado parte delantera aseguradocontra parte trasera lateral izquierda tercerosin desplazamientos lesiones tercero acompanante,asegurado circulando calle esteban agustin cruzar interseccion calle francisco tercero venia ultima asegurado llegar frena colisionado parte delantera parte trasera lateral izquierda desplazamientos lesiones tercero acompanante,comprometida
am    ,vh aseg circulando perito moreno tercero moto detiene delante transito manera abrupta aseg colisiona parte delantera parte trasera moto circulaba ocupante bordo casco colocado cayo asfalto retiro propios medios ,vh aseg circulando perito moreno tercero moto detiene delante transito manera abrupta aseg colisiona parte delantera parte trasera moto circulaba ocupante bordo casco colocado cayo asfalto retiro propios medios,vh aseg circulando perito moreno tercero moto detiene delante transito manera abrupta aseg colisiona parte delantera parte trasera moto circulaba ocupante bordo casco colocado cayo asfalto retiro propios medios,comprometida
am    ,vh aseg circulando perito moreno tercero moto detiene delante transito manera abrupta aseg colisiona parte delantera parte trasera moto circulaba ocupante bordo casco colocado cayo asfalto retiro propios medios ,vh aseg circulando perito moreno tercero moto detiene delante transito manera abrupta aseg colisiona parte delantera parte trasera moto circulaba ocupante bordo casco colocado cayo asfalto retiro propios medios,vh aseg circulando perito moreno tercero moto detiene delante transito manera abrupta aseg colisiona parte delantera parte trasera moto circulaba ocupante bordo casco colocado cayo asfalto retiro propios medios,nan
aa    ,circulando misma alcanzo frenar colisiono auto delantero frente trasera desplazamientos lesionados,circulando mismo alcanzo frena colisiono auto delantero frente trasera desplazamientos lesionados,circulando mismo alcanzo frena colisiono auto delantero frente trasera desplazamientos lesionados,comprometida
cicl  ,asegurado circulando calle alsina maniobrar balizas estacionar colisiona lateral izquierdo ciclista circulaba detras ciclista cayo piso levanto medios ,asegurado circulando calle alsina maniobra balizas estacionar colisiona lateral izquierdo ciclista circulaba detras ciclista cayo piso levanta medios,asegurado circulando calle alsina maniobra balizas estacionar colisiona lateral izquierdo ciclista circulaba detras ciclista cayo piso levanta medios,comprometida
peatã“n,vh aseg circulando av garay girar hacia av paseo colon impacta parte frontal izquierda peaton cruzaba senda peatonal cae asfalto levanto propios medios trasladada argerich medio ambulancia vh retenido policia desplazamientos,vh aseg circulando av garay girar habia av paseo colon impacta parte frontal izquierda peaton cruzaba senda peatonal cae asfalto levanta propios medios trasladado argerich medios ambulancia vh retenido policia desplazamientos,vh aseg circulando av garay girar habia av paseo colon impacta parte frontal izquierda peaton cruzaba senda peatonal cae asfalto levanta propios medios trasladado argerich medios ambulancia vh retenido policia desplazamientos,comprometida
am    ,saliendo ypf avenida enrique santamarina cristbal coln monte grande colectivo da paso salgo despacio moto embiste parte delantera izquierda cae piso dos personas moto masculino femenino casco ninguno dos ,saliendo ypf venia enrique santamarina cristbal coln monte grande colectivo da paso salgo despacio moto embiste parte delantera izquierda cae piso dos personas moto masculino femenino casco ninguno dos,saliendo ypf venia enrique santamarina monte grande colectivo da paso salgo despacio moto embiste parte delantera izquierda cae piso dos personas moto masculino femenino casco ninguno dos,comprometida
am    ,vehiculo asegurado circulaba camarones cruzar san blas autos ceden paso moto detiene colisiona lateral delantero izquierdo motociclista cae pilso ,vehiculo asegurado circulaba camarones cruzar san blas datos ceden paso moto detiene colisiona lateral delantero izquierdo motociclista cae piso,vehiculo asegurado circulaba cruzar san blas datos ceden paso moto detiene colisiona lateral delantero izquierdo motociclista cae piso,discutida
am    ,circulando rodado carril izquierdo calle irigoyen calle gurruchaga embestido tercero puerta delantera izquierda lado conductor cambiar carril senalizado dicha maniobra,circulando rodado carril izquierdo calle irigoyen calle gurruchaga embestido tercero puerta delantera izquierda lado conductor cambiar carril senalizado dicha maniobra,circulando rodado carril izquierdo calle irigoyen calle gurruchaga embestido tercero puerta delantera izquierda lado conductor cambiar carril dicha maniobra,comprometida
am    ,enrendo garage domicilio ubicado camapana moto pasa camioneta estacionada quiere pasar delante termina colsionandome puerta delantera derecha llegando caer asfalto golpeando rodilla puerta presento peonal medico policial lugar hecho trasladado hospital zubizarreta quiso hacer presentacion policial nosocomio sacaron placas retiro mismo lesion alguna datos tercero olivera pternela juan manuel honda lfv atm,enrendo garage domicilio ubicado camapana moto pasa camioneta estacionada quiere pasar delante termina colisionando puerta delantera derecha llegando cae asfalto golpeando rodilla puerta presento peonal medios policial lugar hecho trasladado hospital zubizarreta quiso hacer presentacion policial nosocomio sacaron placas retiro mismo lesiones alguna datos tercero olivera pternela juan manuel honda lfv atm,garage domicilio ubicado moto pasa camioneta estacionada quiere pasar delante termina colisionando puerta delantera derecha llegando cae asfalto golpeando rodilla puerta presento medios policial lugar hecho trasladado hospital zubizarreta quiso hacer policial sacaron placas retiro mismo lesiones alguna datos tercero olivera juan manuel honda atm,comprometida
